index,Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Property_age,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
8808,"Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,530,400.4473424,1,5,0,12000000,12000000,12,22640,1,2
2240,"JP Estella, Kashimira, Mira Road East, Mumbai",Ready to move,Fully Furnished,800,650,2,2,1,11000000,220000,25,13750,2,2
4231,"RNA NG Oakland Park, Yamuna Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,950,560,2,30,1,23500000,240000,9,24740,2,2
7177,"Gundecha Valley Of Flowers, Thakur Village, Kandivali East, Mumbai",Ready to move,Semi Furnished,835,600,2,15,1,16500000,160000,7,19760,2,2
8914,"Sheth Vasant Utsav, Thakur Village, Kandivali East, Mumbai",Ready to move,Fully Furnished,765,620,2,18,1,22500000,230000,7,29410,2,2
2644,"JP Estella, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Unfurnished,700,450,2,8,0,7600000,77977.65926,23,10860,1,1
6418,"Milat Nagar, Milat Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,570,447.8631951,3,20,0,12500000,12500000,7,21930,2,2
6135,"Wadala Truck Terminal, Sion, Mumbai",Ready to move,Semi Furnished,1055,949.6174203,3,4,2,27000000,27000000,43,25590,2,2
3413,"Matoshree Heights, Bhawani Sankar, Dadar West, Mumbai",Ready to move,Semi Furnished,3000,2000,5,15,3,110000000,1100000,20,36670,4,4
8600,"Kondivita, Andheri East, Mumbai",Ready to move,Fully Furnished,1440,928.989237,1,10,1,27000000,27000000,12,18750,3,3
455,"Triumph Siddhivinayak, Siddharth Nagar, Borivali East, Mumbai",Ready to move,Unfurnished,1023,620,2,1,1,15800000,0,22,15420,2,2
5372,"off Hill Rd, Bandra West, Mumbai",Ready to move,Fully Furnished,625,712.1573654,1,15,1,26000000,26000000,7,41600,1,1
517,"I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,658,582.1923608,1,1,1,15800000,15800000,12,24010,2,2
9431,"New Home Paradise, Global City, Virar West, Mumbai",Ready to move,Fully Furnished,1075,584,2,5,1,4300000,40000,12,4000,2,2
555,"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1400,1049,3,1,3,32100000,310000,58,22930,3,3
6248,"Lodha Splendora Platino E To G Vivant A To D, Bhayandarpada, Thane West, Mumbai",Ready to move,Semi Furnished,900,771,2,6,2,8700000,87000,32,9670,2,2
9544,"Goolestan, Breach Candy, Cumballa Hill, Mumbai",Ready to move,Unfurnished,1170,1926.622905,1,45,1,105000000,105000000,9,89740,2,3
1624,"MICL Aradhya D And E Tower, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Unfurnished,594,495,2,1,1,9800000,97774.55109,30,16500,1,1
1858,"Cosmos Solitaire, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,767,452,1,2,3,3150000,59999,12,4110,1,1
6215,"Vice Roy Park, Kandarpada, Dahisar West, Mumbai",Ready to move,Unfurnished,575,460.0880274,1,5,1,13500000,13500000,14,23480,2,2
5485,"Joyville Virar, Bolinj, Virar West, Mumbai",Ready to move,Unfurnished,650,445,1,1,0,3700000,74165.88241,22,5690,1,1
7337,"Samel Pada, Nalasopara West, Mumbai",Ready to move,Unfurnished,1250,799.3029055,4,6,2,6500000,61323.60529,8,5200,3,2
7800,"Godrej Central, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1396,1165,2,5,2,29900000,0,14,21420,3,3
4668,"Kanakia Challenger, Thakur Village, Kandivali East, Mumbai",Ready to move,Unfurnished,1375,1100,3,20,1,32000000,320000,27,23270,3,3
8338,"Runwal Greens, Battipada, Bhandup West, Mumbai",Ready to move,Unfurnished,1475,1096,2,4,2,31000000,300000,38,21020,3,3
8463,"Gurukrupa Marina Enclave, Kharodi Village, Malad West, Mumbai",Ready to move,Semi Furnished,950,840,3,4,2,21300000,210000,23,22420,3,3
6085,"Godrej Tranquil, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,710,710,2,1,1,18500000,0,20,26040,2,2
3363,"Evershine Enclave, Shanti Vihar, Mira Road East, Mumbai",Ready to move,Fully Furnished,2000,1500,4,12,1,18800000,25009.75739,7,9400,5,5
6833,"Godrej Prime, Sahakar Nagar, Chembur, Mumbai",Ready to move,Unfurnished,1100,750,2,1,1,19800000,190000,15,18000,2,2
6943,"Hiranandani Castle Rock C And D Wing, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,800,628,2,5,1,27600000,280000,22,34500,2,2
3575,"MonteSouth, Byculla West, Byculla, Mumbai",Ready to move,Unfurnished,2140,1785,4,1,3,84000000,840000,64,39250,4,4
744,"Primus Residences, Vakola, Santacruz East, Mumbai",Ready to move,Semi Furnished,720,720,2,3,1,26000000,260000,15,36110,2,2
7495,"Lodha Grandeur, Prabhadevi, Mumbai",Ready to move,Semi Furnished,1160,1100,2,12,2,48000000,500000,27,41380,3,3
6236,"RNA NG Eclat, Yamuna Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1200,800,2,5,1,30000000,300000,36,25000,2,2
3313,"Rajesh Whitecity Phase 1 Wing A, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,1900,1359,3,1,2,40000000,400000,40,21050,4,4
2829,"Om Shree Shanti kunj CHS, Pestom Sagar Colony, Chembur, Mumbai",Ready to move,Unfurnished,540,413.5903137,1,5,1,10500000,10500000,12,19440,1,1
9289,"Hiranandani Glen Dale, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,2200,1600,2,8,2,85000000,850000,30,38640,3,3
2528,"DB Ozone, Ketkipada, Dahisar East, Mumbai",Ready to move,Unfurnished,950,612,2,2,2,8200000,0,21,8630,2,2
6138,"Sector 5 Charkop, Kandivali West, Mumbai",Ready to move,Semi Furnished,900,540.278376,1,12,1,14500000,14500000,6,16110,2,1
50,"Dadar West, Mumbai",Ready to move,Fully Furnished,550,477.3432284,1,3,0,22500000,22500000,21,40910,1,2
1608,"Omkar, Shanti Nagar, Lower Parel, Mumbai",Ready to move,Unfurnished,550,387.8636703,1,1,0,6200000,17159.4816,42,11270,1,2
6614,"Lodha Estrella, Sion, Mumbai",Ready to move,Semi Furnished,1200,955,2,6,2,33000000,330000,43,27500,2,2
8276,"Neptune, Ramabai Ambedkar Nagar, Powai, Mumbai",Ready to move,Fully Furnished,2600,2200,4,15,6,46000000,460000,25,17690,4,4
64,"Godrej Tranquil, Hanuman Nagar, Kandivali East, Mumbai",Ready to move,Unfurnished,700,429,2,2,1,8800000,88000,21,12570,1,1
1306,"Mayfair Virar Gardens Building No 17 18 19 23A 26 27, Bolinj, Virar West, Mumbai",Ready to move,Semi Furnished,600,390,2,1,1,3500000,0,21,5830,1,1
5487,"Shivar Garden, Mira Road East, Mumbai",Ready to move,Semi Furnished,645,472.2180179,2,5,1,6600000,64270.19844,7,10230,1,2
4331,"Shree Shakun Heights, Goregaon East, Mumbai",Ready to move,Fully Furnished,3375,2700,3,8,2,41500000,420000,15,12300,3,3
8141,"Lodha New Cuffe Parade Lodha Estrella, Sion, Mumbai",Ready to move,Fully Furnished,1250,1100,2,6,1,39000000,390000,41,31200,3,3
2728,"Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,600,552,1,5,1,2850000,42695.92537,7,4750,1,1
1512,"Godrej The Trees Residential Phase 1, Pirojshanagar, Vikhroli East, Mumbai",Ready to move,Semi Furnished,775,500,1,4,2,19800000,4164308.83,18,25550,1,1
4117,"Lok Everest, Ashok Nagar, Mulund West, Mumbai",Ready to move,Unfurnished,1190,800,2,15,1,17000000,0,16,14290,2,2
3754,"Joy Legend Wing A, Khar West, Mumbai",Ready to move,Semi Furnished,3000,1962,4,2,2,120000000,1200000,18,40000,4,4
5899,"Gurukrupa Marina Enclave, Kharodi Village, Malad West, Mumbai",Ready to move,Unfurnished,890,618,2,6,1,14900000,150000,23,16740,2,2
9339,"Mohite Wadi, Kandivali West, Mumbai",Ready to move,Unfurnished,475,433.7537219,2,12,1,13000000,13000000,19,27370,1,2
5329,"Kandarpada, Dahisar West, Mumbai",Ready to move,Semi Furnished,550,440,2,30,0,9000000,95000,7,16360,1,1
5515,"Ashish Complex, Dahisar East, Mumbai",Ready to move,Unfurnished,450,386.00472,1,20,1,8000000,39997.53865,4,17780,1,1
2686,"Sundar Aangan, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,650,430,2,12,1,6271000,0,7,9650,1,1
3059,"Shri Gokul Garden, Saraf Chaudhary Nagar, Kandivali East, Mumbai",Ready to move,Semi Furnished,585,430.8466523,1,18,1,10500000,10500000,7,17950,1,1
4828,"MICL Aaradhya Highpark, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,590,451,2,2,1,9700000,150000,30,16440,1,1
5050,"Radha Krishna CHS, Asha Nagar, Borivali East, Mumbai",Ready to move,Semi Furnished,1450,1050,3,15,1,33000000,330000,27,22760,3,3
7850,"Runwal Greens, Industrial Area, Bhandup West, Mumbai",Ready to move,Semi Furnished,1250,1052,3,5,3,29500000,300000,40,23600,3,3
7499,"Lake View 3, Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,1700,1400,3,10,2,14500000,290000,7,8530,3,3
2270,"Dosti Eastern Bay, Antop Hill, Wadala, Mumbai",Ready to move,Semi Furnished,784,784,2,2,1,27300000,0,44,34820,2,2
6128,"Neminath Luxeria, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,1250,780,2,7,1,22000000,220000,22,17600,2,2
2154,"old mhada  CSR complex ekta nagar, Chatrapati Shivaji Raje Complex, Kandivali West, Mumbai",Ready to move,Semi Furnished,463,429.0144115,1,23,0,4400000,80084.59538,7,9500,1,1
6707,"Alfa Mana A M Residency, Central Railway Godown, Mazgaon, Mumbai",Ready to move,Unfurnished,850,630,2,1,1,22000000,240000,9,25880,2,2
9100,"Romell Empress, I C Colony, Borivali West, Mumbai",Ready to move,Unfurnished,600,400,2,8,1,10500000,100000,18,17500,1,1
8966,"SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1000,804.9386973,3,10,1,20000000,20000000,7,20000,2,2
7227,"best project, Chembur, Mumbai",Ready to move,Fully Furnished,850,668.9535205,1,10,1,21500000,21500000,8,25290,2,2
3608,"Juhu Tara Road, Tagore Road, Santacruz West, Mumbai",Ready to move,Semi Furnished,6200,5844.55976,1,10,4,450000000,450000000,10,72580,4,4
7692,"Highland Park, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1556,1200,3,15,1,47000000,470000,21,30200,3,3
5962,"Ameya Homes Yashwant Vaibhav, Yashvant Viva TownShip, Nalasopara East, Mumbai",Ready to move,Semi Furnished,786,500,1,6,1,5000000,100000,7,6360,2,2
6915,"Aims Sea View, Panchamratna Park, Bhayandar East, Mumbai",Ready to move,Semi Furnished,1050,650,2,3,1,8500000,84884.43053,19,8100,2,2
1519,"Rajesh White City, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,725,500,2,1,1,12500000,130000,40,17240,1,1
488,"Global Residency, Jay Prakash Nagar, Goregaon East, Mumbai",Ready to move,Unfurnished,837,670,2,1,1,19500000,15774442,9,23300,2,2
6395,"best project, Chembur, Mumbai",Ready to move,Unfurnished,800,700.0013351,1,8,1,24000000,24000000,14,30000,2,2
2118,"Hiranandani Castle Rock, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1250,777,2,1,2,35000000,350000,23,28000,2,2
7918,"RNA NG Eclat, Milat Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1750,1260,3,5,1,41500000,400000,38,23710,3,3
398,"Vision Heights, Khan Estate, Jogeshwari West, Mumbai",Ready to move,Semi Furnished,652,522,2,1,1,13500000,140000,24,20700,1,1
2060,"Seven Eleven Apna Ghar Phase II Plot A, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,557,523.1896591,3,2,1,5366000,160000,15,9630,1,2
2988,"Hiranandani Hiranandani Kingston, Powai, Mumbai",Ready to move,Semi Furnished,650,500,1,15,0,11500000,150000,14,17690,1,1
4083,"Pant Nagar, Ghatkopar East, Mumbai",Ready to move,Unfurnished,1150,983.8068285,1,3,1,32500000,32500000,16,28260,3,3
3997,"Harmony Apartments, Marol, Andheri East, Mumbai",Ready to move,Semi Furnished,860,700,2,5,2,16100000,160000,8,18720,2,2
5011,"Suyog chs, Ashok Van, Dahisar East, Mumbai",Ready to move,Semi Furnished,790,584.0485358,1,15,0,8400000,101627.1698,7,10630,1,2
6664,"Kalpatru Residency, Sion East, Sion, Mumbai",Ready to move,Semi Furnished,900,1321.320672,1,5,1,51000000,51000000,19,56670,2,2
9136,"Sector 6 Charkop, Kandivali West, Mumbai",Ready to move,Semi Furnished,540,450,2,15,1,10000000,98348.05124,7,18520,1,1
7382,"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,912,612,3,3,2,24700000,250000,45,27080,3,3
9069,"Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,750,721.8269887,1,10,1,20500000,20500000,15,27330,2,1
2958,"Reliable Heights, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,590,394.8912207,2,7,1,2700000,53977.99126,7,4580,1,1
1902,"Bhoomi Acropolis 2, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,670,400,1,4,1,3100000,45010.98862,14,4630,1,1
7267,"Thakkar palace, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,1150,933.2892438,1,20,1,17500000,17500000,7,15220,3,3
7721,"Runwal Elegante, Shastri Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1418,1318,2,1,1,62500000,630000,27,44080,3,3
6726,"Endemic Maheshwari Bhuvan, Brahmnwada, Matunga East, Mumbai",Ready to move,Semi Furnished,740,705.0237666,1,5,1,34000000,340000,8,45950,2,2
4319,"Karim Court, Navy Nagar, Colaba, Mumbai",Ready to move,Semi Furnished,1100,993.9649389,1,20,1,37200000,37200000,4,33820,2,2
7334,"Rustomjee Avenue M, Global City, Virar West, Mumbai",Ready to move,Unfurnished,1074,737,3,8,1,5650000,110000,7,5260,3,3
4716,"Shree Pancham, Beverly Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,675,450,2,2,1,6400000,0,9,9480,1,1
4423,"Barve Nagar, Ghatkopar West, Mumbai",Ready to move,Semi Furnished,725,425.1000517,1,8,1,10500000,10500000,7,14480,1,2
8607,"Khar Apt, Pali Village, Khar West, Mumbai",Ready to move,Semi Furnished,1500,1366.95325,1,2,2,70000000,70000000,16,46670,3,3
3416,"Gagangiri  Laxman Tower, Anand Park, Dahisar West, Mumbai",Ready to move,Semi Furnished,4500,3200,5,8,5,75000000,750000,18,16670,4,4
4466,"Sion East, Sion, Mumbai",Ready to move,Semi Furnished,1400,1384.449174,1,10,2,75000000,75000000,40,53570,3,3
1381,"Lodha Ncpa, BPT Colony, Wadala, Mumbai",Ready to move,Fully Furnished,625,568.225459,1,3,1,17000000,17000000,25,27200,1,2
6623,"Sen Nagar, Santacruz East, Mumbai",Ready to move,Semi Furnished,980,660,2,12,1,26500000,260000,11,27040,2,2
9495,"Shivsagar Lok Kedar CHS, Ashok Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,600,436.0448186,1.745057853,20,1,9500000,95000.00162,7,15830,1,1
6357,"Shrinath Dham, Valmik Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1060,750,2,12,1,14600000,150000,12,13770,2,2
1700,"Vivan, Shri Nagar, Goregaon West, Mumbai",Ready to move,Unfurnished,559,415,1,2,1,10000000,0,20,17890,1,1
4571,"Parel, Mumbai",Ready to move,Unfurnished,350,411.4140229,1,8,1,12500000,12500000,14,35710,1,1
5710,"Bhayandar East, Mumbai",Ready to move,Fully Furnished,575,420.6892455,1.085760509,14,0,5500000,78964.92901,7,9560,1,1.000000057
7558,"Laxmina Krishna Niwas, Union Park, Chembur, Mumbai",Ready to move,Unfurnished,1455,1063.860296,1,2,1,38000000,380000,15,26120,3,3
676,"Passcode One Vikhroli, Kannamwar Nagar II, Vikhroli East, Mumbai",Ready to move,Semi Furnished,743,571.0078144,2,1,1,11200000,15657.36285,23,15070,2,2
638,"Netaji Subhash Nagar, Vile Parle East, Mumbai",Ready to move,Semi Furnished,1250,1072.225204,1,1,1,42500000,42500000,6,34000,3,4
3565,"Hiranandani Gardens Odyssey 1 and 2, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,2790,2350,4,10,1,105000000,1050000,30,37630,4,4
284,"Shradda Ariced Gadav Naka Bhandup, Battipada, Bhandup West, Mumbai",Ready to move,Semi Furnished,394,382.966477,1,3,2,8000000,79932.31472,22,20300,1,1
6084,"Mittal Gokul, Naigaon East, Mumbai",Ready to move,Unfurnished,850,650,1,7,1,4700000,81855.98648,7,5530,2,2
2287,"Nine Dimensions Shanta Durga, Mahim West, Mahim, Mumbai",Ready to move,Unfurnished,850,638,2,4,2,34000000,340000,22,40000,2,2
5767,"Samel Pada, Nalasopara West, Mumbai",Ready to move,Semi Furnished,525,380,1,10,1,2500000,50000,3,4760,1,1
5677,"Surya Group Gokul Garden, Gokul Garden VWX, Kandivali East, Mumbai",Ready to move,Semi Furnished,550,424,2,20,0,10000000,90000,6,18180,1,1
785,"Lodha Aura, Sion, Mumbai",Ready to move,Unfurnished,2000,1900,3,4,2,90400000,900000,41,45200,4,4
477,"Viva City A2, Bolinj, Virar West, Mumbai",Ready to move,Unfurnished,750,543,2,1,0,4600000,92000,15,6130,2,2
7225,"best project, Sindhi Society, Chembur, Mumbai",Ready to move,Unfurnished,870,717.3143871,1,8,1,25000000,25000000,15,28730,2,2
1255,"Drushti Sai Pradnya, Tilak Nagar, Chembur, Mumbai",Ready to move,Unfurnished,560,441,1,3,1,13000000,130000,16,23210,1,1
1463,"Hiranandani Regent Hill C D And E Wing, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,650,379,2,2,1,15000000,150000,23,23080,1,1
8342,"Jainam Elysium, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1050,927,2,5,2,21500000,210000,22,20480,3,3
8751,"Royal Palms Estate, Aarey Colony, Goregaon East, Mumbai",Ready to move,Fully Furnished,1800,1260,3,10,1,18000000,180000,7,10000,3,3
7979,"Sugee Preksha, Naigaon, Dadar East, Mumbai",Ready to move,Fully Furnished,941,900,3,1,1,49500000,500000,8,52600,3,3
3680,"Supreme Signature, Union Park, Chembur, Mumbai",Ready to move,Semi Furnished,2340,1747.833948,4,10,2,85000000,849999.9912,20,36320,4,6
2962,"Romell Empress, Eksar, Borivali West, Mumbai",Ready to move,Unfurnished,400,400,2,8,0,9500000,95000,22,23750,1,1
3750,"Four Bungalows, Andheri West, Mumbai",Ready to move,Unfurnished,3800,3499.999454,5,3,3,230000000,79681426.93,22,60530,4,5
5718,"Deep Pride A To E Wing, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,595,390,1,4,2,2850000,0,7,4790,1,1
1230,"Romell Empress C Wing, I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,1020,640,2,3,1,18000000,180000,18,17650,2,2
3914,"Shilpoo, Chakala, Andheri East, Mumbai",Ready to move,Semi Furnished,800,750,2,15,1,20500000,0,7,25630,2,2
8077,"Oberoi Springs, Veer Desai Industrial Estate, Andheri West, Mumbai",Ready to move,Unfurnished,1300,847,2,10,2,45000000,450000,34,34580,3,3
5645,"Chatrapati Shivaji Raje Complex, Kandivali West, Mumbai",Ready to move,Unfurnished,410,395.6335706,1,10,1,5800000,59648.48163,24,14150,1,1
1344,"Deep Garden, Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,595,375,1,1,2,4200000,0,14,7060,1,1
3042,"Reliable Garden, Naigaon East, Mumbai",Ready to move,Semi Furnished,550,435.1766995,2,8,1,2400000,48000,7,4360,1,2
1339,"MICL Aaradhya Highpark, Mahajan Wadi, Mira Road East, Mumbai",Ready to move,Semi Furnished,762,760,2,1,1,8200000,25529.42909,30,10760,1,1
7439,"K Raheja Raheja Vihar, Chandivali, Powai, Mumbai",Ready to move,Unfurnished,2000,1518,3,7,2,52500000,530000,22,26250,3,3
1173,"Kanakia Paris, Sant Dnyaneshwar Nagar, Bandra East, Mumbai",Ready to move,Semi Furnished,1000,854,2,4,2,28000000,280000,20,28000,2,2
600,"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1745,1049,3,1,3,31000000,310000,58,17770,3,3
6139,"Lodha Park, Lower Parel, Mumbai",Ready to move,Semi Furnished,1100,825,2,5,1,46000000,460000,72,41820,2,2
7812,"Lokhandwala Octacrest, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,1750,1200,3,9,2,36500000,360000,18,20860,3,3
5641,"Vasant Smruthi Buildings, Asha Nagar, Borivali East, Mumbai",Ready to move,Fully Furnished,600,450,2,15,0,11000000,110000,8,18330,1,1
3472,"Rustomjee Crown Phase 1, Prabhadevi, Mumbai",Ready to move,Unfurnished,2256,2156,4,5,1,150000000,1500000,68,66490,4,4
3840,"Kamala Nagar, Vile Parle West, Mumbai",Ready to move,Fully Furnished,2200,1458.671462,1,20,3,94500000,94500000,7,42950,4,4
9256,"Alfa Mana A M Residency, Central Railway Godown, Mazgaon, Mumbai",Ready to move,Unfurnished,850,630,2,1,1,22000000,240000,9,25880,2,2
4172,"Ekta Tripolis, Motilal Nagar I, Goregaon West, Mumbai",Ready to move,Semi Furnished,1100,1085,2,2,2,40000000,400000,34,36360,3,3
8140,"Cosmos Cosmopolis Phase 1, Yamuna Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1600,1100,3,5,1,37500000,380000,12,23440,3,3
7169,"Dalal Estate, Kamathipura, Mumbai",Ready to move,Semi Furnished,1455,1023.806105,1,20,1,37500000,37500000,8,25770,2,2
7302,"Orlem, Kanchpada, Malad West, Mumbai",Ready to move,Unfurnished,1400,1043.689101,1,1,1,34000000,34000000,22,24290,3,3
8564,"Oberoi Enigma and Eternia, Sambhaji Nagar, Mulund West, Mumbai",Ready to move,Semi Furnished,1500,1049,3,1,5,28000000,280000,54,18670,3,3
2685,"HDIL Dheeraj Upvan 2, Siddharth Nagar, Borivali East, Mumbai",Ready to move,Semi Furnished,525,430,2,25,0,9300000,93000,8,17710,1,1
5772,"I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,650,471.611334,1,25,1,11700000,11700000,7,18000,1,2
3102,"Ekta Parksville Phase I, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,510,263.5456318,2,6,2,3200000,64000.00242,15,6270,1,1
5123,"Lokhandwala Octacrest, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,1750,1250,3,15,1,36000000,360000,18,20570,3,3
9477,"Beverly Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,1071,747.1122214,2,10,1,10000000,150000,7,9340,2,2
5658,"Vivekananda sosayti, Mahim West, Matunga West, Mumbai",Ready to move,Semi Furnished,650,777.2133507,1,40,1,26500000,26500000,3,40770,1,2
2445,"PLATINUM AKSHAY CHS LTD , Four Bungalows, Andheri West, Mumbai",Ready to move,Semi Furnished,810,616.4925496,1,2,1,22500000,22500000,15,27800,2,2
2028,"Rassaz Greens , Bharti Nagar, Mira Road East, Mumbai",Ready to move,Semi Furnished,730,518,2,1,0,6250000,0,20,8560,1,1
952,"Parinee 11 West, MHADA Colony, Juhu, Mumbai",Ready to move,Unfurnished,878,778,2,1,1,39900000,0,13,45440,2,2
6951,"Amisha Empire Phase I, Hatkesh Udhog Nagar, Mira Road East, Mumbai",Ready to move,Fully Furnished,1070,710.005196,2,12,1,13500000,9075782.617,12,12620,2,2
4368,"Juhu Natraj Exotica, MHADA Colony, Juhu, Mumbai",Ready to move,Semi Furnished,918,1105.026352,2,12,1,39000000,39000000,8,42480,2,2
6331,"Unioun house, Mahim West, Mahim, Mumbai",Ready to move,Fully Furnished,600,569.1220611,1,35,1,20000000,20000000,3,33330,2,1
717,"Laksharia anuraag, Seven Bunglow, Andheri West, Mumbai",Ready to move,Fully Furnished,950,777.2414287,1,2,1,31500000,31500000,17,33160,2,2
7178,"Nathani Heights, Bharat Nagar, Kamathipura, Mumbai",Ready to move,Semi Furnished,1235,700,2,5,1,29000000,300000,72,23480,2,2
4303,"Lokhandwala Spring Leaf, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Fully Furnished,1000,750,2,10,1,21500000,210000,14,21500,2,2
7084,"Kalpataru Crest, Kaju Tekdi, Bhandup West, Mumbai",Ready to move,Semi Furnished,1050,780,2,5,2,18200000,190000,36,17330,2,2
2772,"Sahakar Heights, Panchamratna Park, Mira Road East, Mumbai",Ready to move,Unfurnished,680,410.3156417,2,7,1,6800000,84952.60878,12,10000,1,2
2817,"Marina Enclave M N Phase ll , Kharodi Village, Malad West, Mumbai",Ready to move,Unfurnished,550,452,2,6,0,10500000,110000,20,19090,1,1
5635,"Lodha Casa Essenza, Pandurang Wadi, Dahisar East, Mumbai",Ready to move,Unfurnished,710,430,1,7,2,7300000,83397.15058,19,10280,1,1
2428,"DLH Mamta, D.N.Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1060,948.8511475,1,2,1,27000000,27000000,15,25470,2,2
7938,"Kaul Kingston Tower, Sandor, Vasai West, Mumbai",Ready to move,Unfurnished,1275,688.7755769,2,5,1,8925000,0,11.3967277,7000,3,3
2025,"Global City, Virar West, Mumbai",Ready to move,Semi Furnished,630,410.2997724,1,3,1,3290000,69666.70974,14,5220,1,2
5532,"Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,400,354.376002,1,9,1,7000000,70000,7,17500,1,1
4151,"Near Ahobila mutt, Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1200,750.0039301,1,9,2,28500000,28500000,7,23750,2,2
7073,"Bachraj Landmark, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,890,660,2,8,2,6500000,116430.8422,14,7300,2,2
6983,"Sector 5 Charkop, Kandivali West, Mumbai",Ready to move,Semi Furnished,880,650.139689,1,18,1,14000000,14000000,6,15910,2,1
3033,"Apple Building, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Unfurnished,620,389.9768378,1,9,2,2700000,54009.33762,9,4350,1,1
7608,"Back Road Lokhandwala Yamuna nagar, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,1400,1075.495102,1,15,1,31500000,31500000,7,22500,3,3
5385,"Gurukrupa Marina Enclave Wings Q And R With Kindergarten Phase IV, Kharodi Village, Malad West, Mumbai",Ready to move,Unfurnished,650,445,2,1,1,9800000,0,23,15080,1,1
4402,"Omkar Ananta, Municipal Colony, Goregaon East, Mumbai",Ready to move,Semi Furnished,1077,659,2,5,1,12900000,130000,31,11980,2,2
2068,"L And T Emerald Isle, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,1150,735,2,1,1,27000000,270000,26,23480,2,2
7142,"Mit Niketan, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Semi Furnished,1000,693.3996922,1,10,1,16900000,16900000,22,16900,2,2
1352,"Sindhi Society, Chembur, Mumbai",Ready to move,Semi Furnished,445,394.0949344,1,4,1,16000000,16000000,13,35950,1,2
17,"Lily at Runwal Forest, Kanjurmarg West, Mumbai",Ready to move,Semi Furnished,489,471,2,1,1,12000000,120000,36,24540,1,1
